Data,Est.class,Peak,AR,Dimming
2011-9-24,M2,18:20,,29
2011-9-24,M2,19:38,AR1302,39
2011-9-24,M3,21:06,AR1302,90
2011-9-24,C4,21:34,,19
2011-9-24,C1,23:58,AR1302,11
2011-9-24,C4,00:04,AR1303,43
2011-9-25,C4,02:30,,31
2011-9-25,M2,02:34,AR1302,31
2011-9-25,C4,02:40,AR1303,42
2011-9-25,M5,04:56,AR1302,72
2011-9-25,C1,05:28,AR1303,13
2011-9-25,C2,08:48,,15
2011-9-25,M1,08:52,AR1302,20
2011-9-25,C4,09:30,AR1302,22
2011-9-25,C7,09:58,,78
2011-9-25,C3,10:24,AR1302,19
2011-9-25,C2,11:34,AR1302,10
2011-9-25,C1,13:50,AR1302,13
2011-9-25,C2,14:48,AR1302,15
2011-9-25,M3,15:36,AR1302,45
2011-9-25,C3,16:00,,48
2011-9-25,C3,16:40,,35
2011-9-25,M1,17:26,AR1302,51
2011-9-25,C2,19:34,,36
2011-9-25,C6,22:38,,45
2011-9-26,C4,01:56,AR1302,73
2011-9-26,M3,05:12,AR1302,23
2011-9-26,C3,07:52,AR1302,23
2011-9-26,C1,09:46,AR1302,8
2011-9-26,C2,10:06,AR1302,8
2011-9-26,C3,13:50,AR1302,46
2011-9-26,M2,14:50,AR1302,37
2011-9-26,C3,17:00,AR1302,21
2011-9-27,C3,05:14,AR1302,28
2011-9-27,C3,07:52,AR1302,27
2011-9-27,C1,10:56,AR1302,4
2011-9-27,C6,21:06,AR1302,22
2011-9-28,C7,12:38,AR1302,13
2011-9-28,C8,13:30,AR1302,10
2011-9-29,C1,10:24,AR1305,3
2011-9-29,C4,18:14,AR1305,15
2011-9-30,C6,04:04,AR1305,25
2011-9-30,C2,18:48,AR1307,6
2011-9-30,M1,19:12,AR1305,23
2011-10-1,C2,04:52,AR1302,6
2011-10-1,C1,09:16,AR1302,7
2011-10-1,M1,10:02,AR1305,54
2011-10-2,M6,00:56,AR1305,45
2011-10-2,C1,15:12,AR1302,5
2011-10-2,C1,17:00,AR1302,5
2011-10-2,C5,17:24,AR1302,18
2011-10-2,C6,21:58,AR1305,29
2011-10-3,C6,00:42,AR1302,38
2011-10-3,C1,02:48,AR1302,10
2011-10-4,C7,09:36,AR1302,52
2011-10-6,C1,04:22,AR1313,10
2011-10-6,C2,09:50,,20
2011-10-7,C2,04:06,AR1305,8
2011-10-7,C1,19:02,,5
2011-10-9,C1,13:30,,4
2011-10-10,C4,07:24,AR1313,18
2011-10-10,C1,11:48,AR1313,8
2011-10-10,M1,14:36,AR1313,3
2011-10-12,C3,06:20,,14
2011-10-12,C1,08:10,,21
2011-10-12,C1,09:54,AR1316,15
2011-10-12,C3,11:42,,24
2011-10-12,C3,14:40,,26
2011-10-12,C2,16:48,,20
2011-10-13,C2,12:40,AR1313,22
2011-10-13,C3,18:56,AR1319,18
2011-10-14,C1,19:46,,16
2011-10-15,C1,04:46,AR1318,18
2011-10-15,C1,05:02,AR1314,4
2011-10-15,C1,13:28,AR1319,10
2011-10-15,C6,14:16,AR1319,18
2011-10-15,C2,16:20,AR1319,7
2011-10-15,C1,17:42,AR1320,17
2011-10-15,C1,18:24,AR1316,7
2011-10-15,C3,20:52,,19
2011-10-16,C1,01:44,AR1319,6
2011-10-16,C1,03:38,AR1319,9
2011-10-16,C1,07:04,AR1319,17
2011-10-16,C2,14:46,,17
2011-10-16,C2,14:50,,20
2011-10-16,C5,15:22,AR1319,18
2011-10-16,C2,19:12,,73
2011-10-17,C1,11:54,,10
2011-10-17,C1,18:12,,8
2011-10-18,C1,10:02,,24
2011-10-19,C3,04:58,AR1324,20
2011-10-20,M1,03:40,,58
2011-10-20,C5,15:44,AR1324,13
2011-10-21,C2,09:02,AR1324,8
2011-10-21,M2,13:02,AR1319,20
2011-10-21,C2,17:10,AR1319,14
2011-10-22,M2,11:34,,124
2011-10-22,C2,15:28,AR1324,17
2011-10-22,C2,19:22,AR1325,22
2011-10-22,C1,20:46,AR1325,5
2011-10-23,C1,05:32,AR1325,2
2011-10-23,C1,11:14,AR1327,10
2011-10-23,C1,11:48,AR1324,5
2011-10-25,C1,20:28,AR1330,7
2011-10-27,C2,18:48,AR1330,9
2011-10-29,C2,09:24,AR1325,5
2011-10-29,C4,14:54,AR1324,12
2011-10-29,C1,20:50,,4
2011-10-30,C2,09:44,AR1330,40
2011-10-30,C1,14:54,,7
2011-10-30,C2,17:14,AR1330,4
2011-10-31,C3,05:24,,7
2011-10-31,C5,15:36,,32
2011-10-31,M1,18:28,,165
2011-10-31,C1,18:28,,12
2011-10-31,C2,23:04,,59
2011-10-31,C5,23:24,,11
2011-11-1,C4,02:44,,55
2011-11-1,C3,04:08,,66
2011-11-1,C4,07:30,,53
2011-11-1,C2,08:52,,103
2011-11-1,C4,10:34,,16
2011-11-1,C2,14:04,,54
2011-11-1,C2,18:32,AR1333,18
2011-11-1,C2,20:18,,89
2011-11-1,C5,22:08,,83
2011-11-2,C5,03:04,,50
2011-11-2,C2,06:58,,27
2011-11-2,C4,08:56,,45
2011-11-2,C4,10:54,,21
2011-11-2,C3,15:14,,18
2011-11-2,C4,16:24,,35
2011-11-2,C8,17:32,,44
2011-11-2,C3,20:00,,65
2011-11-2,M7,22:26,,53
2011-11-3,C3,00:26,AR1339,35
2011-11-3,C2,01:34,AR1339,14
2011-11-3,C1,02:14,AR1339,20
2011-11-3,C2,03:34,AR1339,29
2011-11-3,C3,07:22,AR1339,31
2011-11-3,C1,09:48,AR1338,6
2011-11-3,M3,11:16,AR1339,68
2011-11-3,C3,14:58,AR1338,10
2011-11-3,C2,15:18,AR1339,58
2011-11-3,C1,18:08,AR1339,13
2011-11-3,M9,20:28,AR1339,100
2011-11-3,M2,23:46,AR1339,58
2011-11-4,C5,00:12,AR1339,17
2011-11-4,C6,01:14,,77
2011-11-4,M1,04:06,,70
2011-11-4,C1,11:00,AR1339,15
2011-11-4,C1,17:34,AR1339,11
2011-11-4,C7,20:46,AR1339,46
2011-11-4,C4,22:52,AR1339,65
2011-11-5,C1,01:44,AR1339,30
2011-11-5,M3,03:54,AR1339,86
2011-11-5,M1,11:42,AR1339,64
2011-11-5,C5,15:48,AR1339,71
2011-11-5,M1,21:06,AR1339,36
2011-11-5,C2,21:38,AR1338,38
2011-11-6,C3,01:02,AR1342,20
2011-11-6,C8,01:38,AR1339,66
2011-11-6,M2,06:38,AR1339,39
2011-11-6,C9,09:58,AR1339,22
2011-11-6,C3,14:48,AR1339,32
2011-11-6,C2,17:40,AR1338,17
2011-11-7,C1,00:20,AR1339,4
2011-11-7,C2,03:14,AR1339,6
2011-11-7,C1,05:28,AR1339,4
2011-11-7,C3,23:40,AR1339,37
2011-11-8,C2,08:20,AR1339,21
2011-11-9,M1,13:46,AR1343,75
2011-11-10,C1,01:50,,7
2011-11-10,C3,17:30,AR1339,21
2011-11-10,C6,18:40,AR1339,25
2011-11-11,C3,07:18,AR1344,54
2011-11-11,C6,17:12,AR1344,30
2011-11-11,C3,17:52,AR1344,26
2011-11-12,C2,07:56,AR1339,13
2011-11-12,C2,21:34,AR1344,20
2011-11-12,C1,22:44,AR1344,20
2011-11-13,C2,05:06,AR1344,12
2011-11-13,C1,08:22,AR1344,10
2011-11-13,C2,09:24,,12
2011-11-13,C1,15:08,,9
2011-11-13,C2,17:38,,16
2011-11-14,C5,09:36,,20
2011-11-14,C2,16:48,AR1342,16
2011-11-14,C2,18:46,AR1339,36
2011-11-14,C5,00:04,AR1348,23
2011-11-15,C1,08:20,,8
2011-11-15,C2,08:58,AR1346,10
2011-11-15,M2,09:14,AR1348,40
2011-11-15,C2,11:24,AR1348,63
2011-11-15,M3,12:46,AR1346,20
2011-11-15,C3,13:22,AR1346,19
2011-11-15,C1,13:46,AR1348,16
2011-11-15,C1,19:58,,9
2011-11-15,C8,20:40,,46
2011-11-15,C4,22:50,,38
2011-11-15,C2,23:46,AR1346,6
2011-11-16,C1,00:32,,54
2011-11-16,C2,03:46,,45
2011-11-16,M1,04:58,,37
2011-11-16,C5,06:32,,57
2011-11-16,C1,12:40,AR1347,24
2011-11-16,C2,13:36,AR1346,7
2011-11-16,C1,14:08,,4
2011-11-16,C9,15:24,,39
2011-11-16,C1,18:54,AR1346,5
2011-11-16,C4,19:56,,15
2011-11-16,C3,23:52,AR1346,12
2011-11-17,C1,07:28,AR1346,10
2011-11-17,C2,07:30,,5
2011-11-17,C1,09:54,,8
2011-11-17,C4,14:10,,41
2011-11-17,C1,16:00,AR1346,4
2011-11-17,C2,16:38,AR1352,29
2011-11-17,C2,19:52,AR1352,31
2011-11-17,C1,20:26,,16
2011-11-18,C2,00:50,AR1354,30
2011-11-18,C1,03:50,AR1354,15
2011-11-18,C2,17:26,AR1354,19
2011-11-18,C1,19:10,AR1353,5
2011-11-18,C1,19:58,AR1346,10
2011-11-19,C2,00:06,AR1346,8
2011-11-19,C1,08:00,AR1355,8
2011-11-19,C1,11:28,AR1354,6
2011-11-19,C2,14:42,,21
2011-11-19,C4,19:58,AR1354,24
2011-11-19,C1,20:54,AR1354,11
2011-11-19,C4,22:34,,12
2011-11-19,C2,23:10,AR1354,7
2011-11-20,C1,03:12,AR1354,10
2011-11-20,C2,06:32,AR1354,25
2011-11-20,C1,07:24,AR1350,8
2011-11-20,C5,07:44,AR1354,28
2011-11-20,C4,12:00,AR1354,14
2011-11-20,C1,13:02,AR1354,26
2011-11-20,C1,15:32,AR1355,8
2011-11-20,C7,17:04,AR1354,27
2011-11-20,C2,23:06,AR1354,12
2011-11-21,C2,00:10,AR1354,14
2011-11-21,C1,04:54,AR1354,12
2011-11-22,C6,04:06,AR1356,6
2011-11-22,C3,09:56,AR1356,4
2011-11-22,C1,17:16,AR1356,8
2011-11-22,C4,18:44,AR1356,19
2011-11-22,C2,23:42,AR1356,10
2011-11-23,C2,03:12,AR1356,8
2011-11-23,C1,13:28,AR1346,2
2011-11-24,C2,23:28,,14
2011-11-25,C1,00:56,AR1354,20
2011-11-25,C5,03:46,AR1359,8
2011-11-25,C1,17:24,AR1356,6
2011-11-25,C3,22:02,AR1359,21
2011-11-28,C1,03:18,,8
2011-11-28,C2,13:30,AR1361,10
2011-11-28,C3,15:48,,39
2011-11-28,C2,17:32,AR1362,31
2011-11-28,C2,18:36,AR1361,15
2011-11-28,C1,23:16,AR1362,16
2011-11-29,C2,03:34,AR1361,12
2011-11-29,C2,09:02,AR1362,8
2011-11-30,C1,00:12,AR1363,7
2011-11-30,C3,20:32,AR1364,26
2011-11-30,C3,22:36,AR1356,32
2011-12-1,C2,02:42,AR1363,14
2011-12-2,C1,22:08,,7
2011-12-4,C7,16:22,AR1362,27
2011-12-4,C1,19:50,,17
2011-12-5,C3,07:54,,8
2011-12-5,C2,13:46,AR1362,11
2011-12-5,C1,15:20,AR1363,3
2011-12-5,C1,19:08,AR1363,5
2011-12-5,C3,23:26,AR1363,18
2011-12-7,C2,06:18,,20
2011-12-7,C2,20:16,,8
2011-12-8,C1,02:00,,7
2011-12-9,C3,13:26,AR1374,19
2011-12-10,C1,06:40,AR1375,11
2011-12-12,C1,23:50,AR1367,16
2011-12-13,C1,08:00,,14
2011-12-13,C3,00:02,,33
2011-12-14,C1,01:18,,8
2011-12-14,C2,03:18,,83
2011-12-14,C1,09:24,,35
2011-12-14,C1,11:24,,38
2011-12-14,C2,13:30,,10
2011-12-14,C6,19:58,,27
2011-12-14,C3,00:16,,24
2011-12-17,C3,22:56,AR1377,5
2011-12-18,C2,02:06,AR1376,4
2011-12-18,C2,05:06,AR1376,3
2011-12-20,C1,00:46,AR1381,7
2011-12-20,C1,03:38,AR1376,12
2011-12-20,C2,17:00,AR1376,58
2011-12-20,C3,20:42,AR1376,62
2011-12-20,C1,22:32,AR1382,4
2011-12-20,C7,23:06,AR1376,27
2011-12-21,C1,01:02,AR1376,5
2011-12-21,C2,03:14,AR1382,13
2011-12-21,C3,04:56,AR1382,14
2011-12-21,C1,06:36,AR1382,10
2011-12-21,C1,07:42,AR1382,5
2011-12-21,C1,10:40,AR1384,12
2011-12-21,C1,22:46,AR1376,6
2011-12-22,C6,02:12,AR1381,23
2011-12-22,C1,13:30,AR1384,13
2011-12-23,C1,04:18,AR1376,9
2011-12-23,C1,10:16,AR1384,5
2011-12-23,C3,19:20,,22
2011-12-23,C1,21:42,AR1381,7
2011-12-24,C6,08:44,AR1386,20
2011-12-24,C6,12:44,,78
2011-12-25,C4,09:00,AR1385,16
2011-12-25,C4,11:30,AR1385,18
2011-12-25,C2,17:06,AR1385,15
2011-12-25,M3,18:18,AR1385,32
2011-12-25,C7,20:30,AR1385,14
2011-12-26,M1,02:34,AR1387,30
2011-12-26,C2,09:54,AR1387,10
2011-12-26,C7,11:56,AR1384,62
2011-12-26,C1,17:02,AR1386,17
2011-12-26,M2,20:34,AR1387,64
2011-12-26,C2,22:34,AR1387,16
2011-12-27,C3,01:42,AR1387,41
2011-12-27,C1,03:46,AR1384,14
2011-12-27,M1,04:26,AR1386,31
2011-12-27,C4,08:28,,16
2011-12-27,C2,09:24,AR1387,6
2011-12-27,C7,12:32,AR1387,52
2011-12-27,C1,17:32,AR1387,11
2011-12-27,C1,18:38,AR1387,16
2011-12-27,M1,22:44,,54
2011-12-28,C1,00:36,AR1387,23
2011-12-28,C2,02:14,,18
2011-12-28,C7,04:02,,33
2011-12-28,C2,05:36,,54
2011-12-28,C2,13:12,,26
2011-12-28,C3,14:28,,16
2011-12-28,C3,16:24,,25
2011-12-28,C5,16:44,AR1387,8
2011-12-28,C1,19:54,,6
2011-12-28,C5,20:36,AR1386,14
2011-12-28,C2,21:08,AR1384,5
2011-12-28,C7,21:30,,40
2011-12-29,C2,04:14,AR1389,17
2011-12-29,C2,06:28,AR1389,16
2011-12-29,M1,07:20,AR1389,11
2011-12-29,C3,07:38,AR1389,14
2011-12-29,C4,08:50,AR1389,16
2011-12-29,C1,09:52,AR1389,11
2011-12-29,M2,14:00,AR1389,99
2011-12-29,C3,16:34,AR1389,84
2011-12-29,C2,19:30,AR1389,21
2011-12-29,M3,21:56,AR1389,63
2011-12-30,M1,03:14,AR1389,15
2011-12-30,C2,04:40,,37
2011-12-30,C1,05:10,AR1389,14
2011-12-30,C2,08:30,AR1389,9
2011-12-30,C1,10:08,AR1389,7
2011-12-30,C7,10:34,AR1389,24
2011-12-30,C2,13:46,AR1389,11
2011-12-30,C1,18:26,AR1389,21
2011-12-30,C3,20:30,,38
2011-12-30,C3,21:12,AR1389,28
2011-12-30,C1,23:36,AR1389,6
2011-12-31,M2,13:26,AR1389,18
2011-12-31,M2,16:36,AR1389,20
2011-12-31,C1,17:38,AR1386,12
2012-1-1,C1,04:00,AR1389,9
2012-1-1,C4,07:42,AR1389,18
2012-1-2,C1,05:32,,10
2012-1-2,C2,07:28,AR1389,13
2012-1-4,C1,09:04,,3
2012-1-4,C1,11:08,AR1386,7
2012-1-5,C3,07:30,AR1390,31
2012-1-6,C3,11:32,AR1392,13
2012-1-6,C2,00:14,AR1392,20
2012-1-8,C8,02:38,,43
2012-1-8,C2,13:24,AR1389,9
2012-1-8,C1,17:30,AR1389,9
2012-1-9,C1,14:58,AR1391,3
2012-1-9,C2,20:18,AR1395,16
2012-1-10,C1,23:10,AR1392,27
2012-1-11,C2,00:18,,15
2012-1-11,C1,03:24,AR1393,13
2012-1-11,C4,05:02,AR1393,27
2012-1-11,C1,07:32,,18
2012-1-11,C2,11:16,AR1395,11
2012-1-11,C1,16:12,,10
2012-1-11,C1,20:52,,8
2012-1-12,C3,13:32,,23
2012-1-13,C2,06:08,AR1391,6
2012-1-14,C2,03:52,AR1396,29
2012-1-14,C4,12:20,,26
2012-1-14,M1,13:32,,64
2012-1-14,C1,18:42,,4
2012-1-14,C1,21:18,,5
2012-1-14,C2,22:00,,17
2012-1-15,C2,02:12,,6
2012-1-15,C1,02:54,,140
2012-1-16,C2,00:22,AR1402,7
2012-1-16,C4,00:54,,32
2012-1-16,C4,05:34,,147
2012-1-16,C2,08:18,AR1402,47
2012-1-16,C2,10:00,AR1402,11
2012-1-16,C8,11:16,AR1402,51
2012-1-16,C2,16:18,AR1401,38
2012-1-16,C2,23:20,AR1401,36
2012-1-17,M1,05:00,AR1401,36
2012-1-17,C3,06:02,AR1402,16
2012-1-17,C1,18:38,AR1401,5
2012-1-18,C2,10:34,AR1401,16
2012-1-18,M1,19:22,AR1401,43
2012-1-18,C6,23:26,AR1396,34
2012-1-19,C3,12:52,AR1396,14
2012-1-19,M3,16:38,AR1402,214
2012-1-21,C3,13:44,,12
2012-1-22,M1,03:02,AR1401,23
2012-1-22,C3,04:04,AR1401,27
2012-1-22,C2,08:58,AR1401,8
2012-1-22,C2,12:16,AR1401,22
2012-1-22,C3,13:10,AR1401,42
2012-1-22,C2,20:58,AR1401,6
2012-1-23,X1,04:08,AR1402,165
2012-1-23,C1,07:06,AR1401,2
2012-1-24,C2,09:56,AR1402,7
2012-1-26,C1,00:08,AR1402,10
2012-1-26,C4,00:40,AR1402,35
2012-1-26,C7,01:58,AR1402,27
2012-1-26,C6,06:08,,67
2012-1-26,C1,10:14,AR1402,8
2012-1-26,C2,20:46,AR1402,11
2012-1-27,C2,01:30,AR1402,11
2012-1-27,C5,06:42,AR1402,28
2012-1-27,X3,18:48,,191
2012-2-6,C1,07:44,AR1410,14
2012-2-6,M1,20:04,AR1410,41
2012-2-7,C5,01:28,AR1410,16
2012-2-7,C2,04:40,AR1410,22
2012-2-7,C1,10:42,AR1410,6
2012-2-7,C4,11:04,AR1410,24
2012-2-7,C8,17:36,AR1410,86
2012-2-7,M1,22:58,,77
2012-2-8,C3,04:22,,30
2012-2-8,C4,22:20,,29
2012-2-10,C2,12:16,,9
2012-2-11,C1,09:00,,10
2012-2-11,C5,10:12,,22
2012-2-11,C1,10:46,,6
2012-2-11,C2,16:10,,5
2012-2-11,C9,19:22,,38
2012-2-11,C1,20:52,,10
2012-2-12,C1,04:50,,7
2012-2-12,C2,07:04,,6
2012-2-12,C2,14:46,,7
2012-2-19,C1,08:56,,12
2012-2-20,C5,05:14,AR1421,36
2012-2-20,C1,11:30,AR1422,6
2012-2-26,C2,11:32,,9
2012-2-26,C3,21:46,,9
2012-3-1,C3,15:34,AR1423,14
2012-3-2,M2,17:52,,78
2012-3-3,C1,01:16,,28
2012-3-3,C1,04:24,,17
2012-3-3,C2,06:22,,27
2012-3-4,C1,01:48,AR1429,6
2012-3-4,C2,03:38,AR1429,13
2012-3-4,M2,11:06,AR1429,124
2012-3-4,C2,17:32,AR1427,11
2012-3-5,C4,01:18,AR1429,44
2012-3-5,X1,04:32,AR1429,193
2012-3-5,C4,09:28,AR1429,41
2012-3-5,C1,11:24,AR1429,40
2012-3-5,C3,12:16,AR1429,19
2012-3-5,C3,15:34,AR1429,33
2012-3-5,C5,16:24,AR1429,77
2012-3-5,C9,19:32,AR1429,49
2012-3-5,C1,20:14,AR1429,36
2012-3-5,C6,22:40,AR1429,34
2012-3-5,C6,00:32,AR1429,69
2012-3-6,C7,01:48,AR1429,37
2012-3-6,C3,03:34,AR1429,135
2012-3-6,C4,08:50,AR1429,45
2012-3-6,M1,12:58,AR1429,127
2012-3-6,C2,16:56,AR1429,26
2012-3-6,C3,20:30,,23
2012-3-6,C7,21:12,AR1429,53
2012-3-6,C9,23:40,AR1429,77
2012-3-7,X4,00:34,AR1429,200
2012-3-7,C5,04:52,AR1430,25
2012-3-7,C2,08:46,AR1430,11
2012-3-7,C1,17:40,AR1430,14
2012-3-7,C1,19:50,AR1428,9
2012-3-8,C5,02:54,AR1428,13
2012-3-8,C2,08:42,AR1429,10
2012-3-8,C1,20:26,AR1428,17
2012-3-9,C1,01:32,AR1429,10
2012-3-9,C3,02:02,AR1429,14
2012-3-9,M5,04:00,AR1429,95
2012-3-9,C1,12:00,,10
2012-3-9,C1,16:24,AR1430,9
2012-3-9,M2,20:34,,95
2012-3-9,C4,21:54,AR1428,11
2012-3-10,C4,01:26,AR1432,65
2012-3-10,C3,02:46,AR1429,13
2012-3-10,C1,05:58,AR1428,7
2012-3-10,C4,08:54,AR1428,8
2012-3-10,M1,15:56,AR1430,57
2012-3-10,M8,18:10,AR1429,163
2012-3-10,C2,22:32,AR1429,64
2012-3-11,C1,03:28,AR1429,10
2012-3-12,C1,02:00,AR1430,11
2012-3-12,C2,12:14,AR1432,13
2012-3-13,C3,00:48,AR1429,17
2012-3-13,M7,18:06,AR1429,103
2012-3-13,C1,19:28,AR1432,6
2012-3-14,M5,15:24,AR1432,51
2012-3-14,C1,18:56,AR1432,4
2012-3-15,M2,08:02,AR1432,41
2012-3-15,C2,09:46,,10
2012-3-15,C1,14:14,,7
2012-3-16,C2,17:42,AR1432,31
2012-3-17,C1,03:16,AR1432,5
2012-3-17,M3,20:42,AR1434,10
2012-3-18,C2,02:40,AR1434,11
2012-3-19,C6,22:12,AR1434,20
2012-3-20,C2,00:12,,30
2012-3-21,C3,12:56,,17
2012-3-21,C1,14:02,,12
2012-3-21,C1,15:52,,12
2012-3-21,C1,22:26,,10
2012-3-23,C7,16:42,,31
2012-3-23,C8,19:42,,11
2012-3-24,M1,09:06,,63
2012-3-25,C4,00:30,AR1444,41
2012-3-25,C3,02:08,AR1445,33
2012-3-27,C7,03:14,AR1444,24
2012-3-27,C2,04:40,AR1444,19
2012-3-28,C2,22:02,AR1442,14
2012-3-29,C1,11:52,AR1447,4
2012-3-29,C2,13:22,,4
2012-3-30,C1,21:14,,7
2012-4-4,C1,16:28,AR1450,16
2012-4-5,C3,16:28,AR1450,12
2012-4-5,C1,21:18,AR1450,21
2012-4-5,C1,00:02,AR1450,8
2012-4-7,C2,17:10,AR1452,7
2012-4-9,C3,01:26,AR1450,15
2012-4-9,C5,12:52,,41
2012-4-15,C3,01:52,,48
2012-4-16,C2,00:54,,29
2012-4-16,M3,17:54,,38
2012-4-17,C1,22:28,AR1455,10
2012-4-18,C2,03:08,,4
2012-4-18,C2,11:48,,23
2012-4-18,M1,12:48,,19
2012-4-19,C1,00:14,AR1460,11
2012-4-19,C5,03:02,AR1463,25
2012-4-19,C9,11:44,,29
2012-4-19,C3,15:18,AR1463,27
2012-4-20,C1,16:48,,12
2012-4-20,C1,22:44,,15
2012-4-21,C1,01:34,AR1460,2
2012-4-21,C2,20:18,AR1459,11
2012-4-22,C1,14:08,AR1463,10
2012-4-22,C1,18:10,AR1465,13
2012-4-22,C1,20:58,AR1459,11
2012-4-22,C1,21:50,AR1465,9
2012-4-23,C1,02:02,AR1465,4
2012-4-23,C2,17:58,,15
2012-4-24,C4,07:48,,21
2012-4-24,C3,16:54,,23
2012-4-25,C3,12:16,AR1460,17
2012-4-25,C1,22:46,,16
2012-4-26,C1,17:26,AR1465,8
2012-4-27,C2,00:26,AR1466,22
2012-4-27,M1,08:28,AR1466,17
2012-4-27,C3,11:08,AR1465,19
2012-4-27,C1,13:24,AR1467,4
2012-4-28,C1,01:58,,16
2012-4-28,C1,09:02,AR1469,6
2012-4-30,C1,03:02,AR1471,4
2012-4-30,C6,07:42,,60
2012-4-30,C1,09:20,AR1471,6
2012-4-30,C5,10:42,AR1471,11
2012-5-1,C3,04:44,AR1471,5
2012-5-1,C1,22:42,AR1469,8
2012-5-2,C2,01:40,,9
2012-5-2,C5,11:42,,15
2012-5-2,C2,18:08,AR1469,10
2012-5-2,C1,19:10,AR1469,11
2012-5-2,C1,20:54,AR1469,21
2012-5-3,C1,11:08,AR1469,11
2012-5-4,C1,04:56,AR1469,4
2012-5-4,C2,16:02,,56
2012-5-4,C1,19:30,,53
2012-5-4,C1,00:00,AR1469,7
2012-5-5,C1,08:42,,22
2012-5-5,C7,09:40,,39
2012-5-5,M2,13:28,,108
2012-5-5,C1,17:50,AR1474,11
2012-5-5,C4,18:14,,78
2012-5-5,C9,23:04,,28
2012-5-5,C2,23:36,,21
2012-5-6,C4,01:20,AR1476,13
2012-5-6,C3,03:34,AR1470,16
2012-5-6,C2,03:52,AR1476,33
2012-5-6,C3,04:38,AR1476,15
2012-5-6,C1,05:34,AR1476,18
2012-5-6,C2,11:44,AR1476,11
2012-5-6,C1,13:44,AR1476,8
2012-5-6,M1,18:10,AR1476,55
2012-5-6,C2,19:30,AR1476,20
2012-5-6,C5,20:18,AR1476,23
2012-5-7,C6,03:00,AR1476,23
2012-5-7,C2,03:28,AR1476,14
2012-5-7,C5,07:04,AR1476,19
2012-5-7,C1,07:32,AR1476,7
2012-5-7,C9,11:10,AR1476,7
2012-5-7,M2,14:40,AR1471,62
2012-5-7,C5,17:28,AR1476,8
2012-5-8,C2,08:38,AR1476,10
2012-5-8,C2,09:30,AR1476,5
2012-5-8,M2,13:10,AR1476,11
2012-5-8,C1,19:40,AR1476,4
2012-5-9,M4,12:34,AR1476,21
2012-5-9,M3,14:12,AR1476,17
2012-5-9,C2,16:44,AR1476,10
2012-5-9,C1,20:22,AR1476,12
2012-5-9,C1,20:58,AR1476,4
2012-5-9,M4,21:08,AR1476,30
2012-5-9,C1,22:48,AR1476,2
2012-5-10,C2,02:02,AR1476,16
2012-5-10,M5,04:20,AR1476,26
2012-5-10,C8,05:14,AR1476,17
2012-5-10,C3,06:24,AR1476,25
2012-5-10,C1,07:38,AR1476,4
2012-5-10,C2,14:02,AR1476,90
2012-5-10,C3,17:04,AR1476,30
2012-5-10,C2,17:50,AR1476,14
2012-5-10,C1,19:20,AR1476,8
2012-5-10,M2,20:26,AR1476,22
2012-5-10,C1,22:10,AR1476,29
2012-5-11,C3,03:44,AR1476,8
2012-5-11,C2,04:38,AR1476,8
2012-5-11,C1,08:18,AR1476,7
2012-5-11,C2,09:12,AR1476,28
2012-5-11,C2,09:50,AR1476,20
2012-5-11,C2,12:20,AR1476,23
2012-5-11,C4,13:12,AR1476,22
2012-5-11,C3,14:24,AR1476,4
2012-5-11,C5,17:46,AR1476,28
2012-5-11,C5,20:26,AR1476,49
2012-5-11,C2,23:50,AR1476,50
2012-5-12,C2,05:20,AR1476,22
2012-5-12,C2,07:18,AR1476,16
2012-5-12,C1,09:30,AR1476,10
2012-5-12,C2,12:50,AR1476,7
2012-5-12,C3,13:30,AR1476,15
2012-5-13,C1,02:06,AR1476,6
2012-5-13,C5,04:14,AR1476,13
2012-5-13,C6,08:18,AR1476,24
2012-5-14,C1,00:48,AR1476,6
2012-5-14,C5,07:40,AR1476,27
2012-5-14,C2,09:40,AR1476,4
2012-5-14,C3,16:18,AR1476,10
2012-5-14,C2,19:28,AR1483,5
2012-5-15,C2,00:08,AR1476,9
2012-5-15,C1,09:50,AR1476,14
2012-5-15,C1,22:18,AR1476,4
2012-5-16,C3,09:26,AR1476,19
2012-5-17,M7,01:54,,188
2012-5-18,C1,01:42,,19
2012-5-18,C6,08:30,,34
2012-5-18,C3,13:56,,44
2012-5-18,C1,15:06,,19
2012-5-18,C2,16:08,,25
2012-5-18,C2,19:08,,26
2012-5-18,C3,00:16,,25
2012-5-19,C1,01:26,AR1479,9
2012-5-23,C2,00:30,AR1484,11
2012-5-25,C1,10:20,,14
2012-5-25,C1,11:04,,10
2012-5-25,C2,16:02,,11
2012-5-26,C1,16:12,AR1492,4
2012-5-27,C4,06:04,,55
2012-5-31,C1,01:30,,14
2012-5-31,C1,06:06,,25
2012-5-31,C2,14:14,,36
2012-5-31,C2,14:36,,13
2012-5-31,C1,23:18,,25
2012-6-1,C2,05:36,,18
2012-6-1,C2,17:14,AR1493,8
2012-6-1,C4,22:48,,35
2012-6-2,C2,01:08,AR1498,5
2012-6-2,C1,04:36,AR1493,21
2012-6-3,M7,17:56,AR1496,8
2012-6-5,C1,08:02,AR1494,12
2012-6-6,C1,16:22,AR1499,6
2012-6-6,M5,20:10,AR1494,27
2012-6-6,C1,20:14,,22
2012-6-7,C1,05:58,AR1494,11
